,age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
2063,34,management,single,unknown,no,1534,yes,no,cellular,16,156,1,147,7,other,no
1508,37,management,married,secondary,no,341,no,no,unknown,3,120,2,-1,0,unknown,no
2585,32,blue-collar,married,primary,yes,-148,yes,no,cellular,4,326,3,357,15,other,no
1875,50,housemaid,married,secondary,no,3016,yes,no,telephone,13,65,5,-1,0,unknown,no
182,46,blue-collar,divorced,primary,no,2775,no,yes,cellular,8,188,1,-1,0,unknown,no
1130,36,blue-collar,married,primary,no,448,yes,no,unknown,5,286,1,-1,0,unknown,no
3617,45,blue-collar,single,primary,no,116,no,no,unknown,13,122,1,-1,0,unknown,yes
1688,44,blue-collar,divorced,secondary,no,558,yes,no,unknown,7,485,1,-1,0,unknown,no
3375,47,blue-collar,divorced,secondary,no,380,yes,no,unknown,16,268,6,-1,0,unknown,no
12,32,management,single,tertiary,no,1493,yes,no,unknown,28,65,11,-1,0,unknown,no
788,32,admin.,single,tertiary,no,490,yes,no,unknown,9,94,2,-1,0,unknown,no
2654,27,blue-collar,single,secondary,no,294,yes,yes,unknown,28,694,2,-1,0,unknown,yes
2036,41,admin.,divorced,secondary,no,6046,yes,yes,telephone,15,300,6,182,2,success,yes
130,37,blue-collar,married,primary,no,178,yes,yes,unknown,9,72,1,-1,0,unknown,no
1164,82,retired,married,secondary,no,121,no,no,telephone,19,330,1,-1,0,unknown,yes
2311,59,blue-collar,married,secondary,no,1635,yes,no,telephone,12,48,1,-1,0,unknown,no
1503,26,student,single,secondary,no,782,no,no,cellular,29,297,1,-1,0,unknown,no
1368,37,technician,married,secondary,no,1016,yes,yes,cellular,20,195,3,8,1,failure,no
3940,46,management,married,secondary,no,430,yes,no,cellular,18,91,1,-1,0,unknown,no
950,37,blue-collar,married,unknown,no,722,yes,no,cellular,17,362,1,150,3,failure,no
1940,56,blue-collar,married,secondary,no,302,no,yes,cellular,4,378,2,-1,0,unknown,no
354,35,technician,divorced,secondary,no,54,no,no,cellular,22,73,2,-1,0,unknown,no
668,37,unemployed,married,tertiary,no,7620,no,no,telephone,31,164,3,98,3,failure,no
681,38,self-employed,married,secondary,no,138,no,no,unknown,9,182,3,-1,0,unknown,no
202,48,self-employed,married,tertiary,no,7,yes,no,unknown,5,286,1,-1,0,unknown,no
425,38,services,married,secondary,no,282,no,no,cellular,15,360,3,-1,0,unknown,no
3081,35,management,single,tertiary,no,0,no,no,cellular,26,30,20,-1,0,unknown,no
681,57,technician,married,tertiary,no,4043,yes,no,cellular,7,122,4,-1,0,unknown,no
3807,47,technician,married,primary,no,1280,no,no,cellular,8,51,1,-1,0,unknown,no
3189,48,admin.,single,secondary,no,1544,yes,no,telephone,30,263,1,450,2,failure,yes
1185,40,management,married,secondary,no,406,yes,no,unknown,12,577,2,-1,0,unknown,yes
737,58,management,married,tertiary,no,6711,no,no,cellular,16,95,3,-1,0,unknown,no
1410,45,blue-collar,single,primary,no,116,yes,no,cellular,15,16,5,365,1,failure,no
2705,36,admin.,married,secondary,no,212,yes,yes,cellular,23,1201,6,-1,0,unknown,yes
2556,35,self-employed,single,tertiary,no,5462,no,no,cellular,2,188,1,186,1,success,yes
3834,33,housemaid,single,secondary,no,96,yes,no,cellular,14,30,6,-1,0,unknown,no
2233,39,management,married,tertiary,no,380,no,no,cellular,11,77,4,-1,0,unknown,no
3975,39,technician,divorced,tertiary,no,1832,no,no,unknown,16,353,2,-1,0,unknown,no
2389,35,management,divorced,tertiary,no,286,yes,no,cellular,15,164,3,-1,0,unknown,no
631,33,entrepreneur,married,secondary,no,-627,yes,yes,cellular,8,740,1,-1,0,unknown,yes
2198,27,management,single,secondary,no,116,yes,no,cellular,6,138,2,-1,0,unknown,no
3332,53,technician,married,tertiary,no,1405,yes,yes,cellular,29,140,1,244,1,failure,no
433,34,technician,married,secondary,no,0,yes,no,cellular,3,146,1,91,2,other,no
520,47,management,married,unknown,no,0,no,no,unknown,12,77,3,-1,0,unknown,no
1745,46,self-employed,married,primary,no,5442,yes,no,cellular,18,115,4,-1,0,unknown,no
3330,39,blue-collar,married,primary,no,118,no,no,cellular,3,906,1,-1,0,unknown,yes
3643,34,blue-collar,married,secondary,no,-211,yes,no,cellular,29,135,2,184,5,failure,no
1924,38,blue-collar,single,primary,no,3132,no,no,cellular,5,304,1,-1,0,unknown,no
1042,44,blue-collar,married,secondary,no,0,no,no,cellular,30,684,2,-1,0,unknown,yes
3866,51,self-employed,married,unknown,no,2094,no,no,cellular,8,458,6,-1,0,unknown,yes
729,42,technician,married,secondary,no,1812,yes,no,cellular,31,84,2,-1,0,unknown,no
1175,28,management,single,tertiary,no,385,no,yes,cellular,9,79,4,193,7,failure,no
971,57,entrepreneur,married,unknown,no,657,no,no,unknown,12,344,1,-1,0,unknown,no
1694,34,blue-collar,married,primary,no,695,yes,yes,unknown,16,1064,4,-1,0,unknown,yes
3893,70,retired,married,tertiary,no,44,no,no,cellular,18,1104,2,88,2,other,yes
3034,26,student,single,tertiary,no,5169,yes,no,cellular,25,397,1,35,2,failure,yes
2838,44,technician,divorced,secondary,no,0,yes,yes,cellular,14,388,2,-1,0,unknown,no
1962,36,management,single,tertiary,no,335,no,no,unknown,10,5,1,772,4,failure,no
247,25,technician,married,tertiary,no,2551,no,no,cellular,28,400,3,-1,0,unknown,yes
1403,42,admin.,married,secondary,no,645,yes,yes,cellular,11,42,2,-1,0,unknown,no
786,57,admin.,divorced,unknown,no,4012,no,no,cellular,20,915,1,-1,0,unknown,no
2139,30,blue-collar,married,primary,no,124,yes,no,unknown,15,126,4,-1,0,unknown,no
3604,26,entrepreneur,single,secondary,no,0,yes,no,unknown,21,339,10,-1,0,unknown,no
1116,49,blue-collar,married,secondary,no,579,yes,no,unknown,28,396,1,-1,0,unknown,no
1299,26,blue-collar,single,secondary,no,-128,no,yes,cellular,8,392,2,-1,0,unknown,no
3542,45,blue-collar,married,secondary,no,4111,yes,no,unknown,19,211,2,-1,0,unknown,no
906,44,management,married,tertiary,no,2876,no,no,unknown,9,125,1,-1,0,unknown,no
3952,30,blue-collar,single,secondary,no,1598,yes,no,cellular,10,634,1,-1,0,unknown,yes
821,28,blue-collar,single,secondary,yes,87,yes,no,cellular,7,27,1,345,1,failure,no
1375,35,technician,single,secondary,no,204,yes,no,cellular,25,236,1,-1,0,unknown,yes
841,29,technician,married,secondary,no,132,yes,yes,cellular,30,88,1,-1,0,unknown,no
3675,40,blue-collar,married,primary,no,409,yes,no,unknown,15,191,1,-1,0,unknown,no
1264,53,services,married,unknown,no,164,no,no,cellular,29,139,1,-1,0,unknown,no
2235,49,blue-collar,married,primary,no,1133,yes,no,cellular,4,291,3,-1,0,unknown,no
3601,26,student,single,secondary,no,100,no,no,cellular,26,445,1,-1,0,unknown,yes
1519,41,management,married,secondary,no,6,no,no,cellular,5,123,1,-1,0,unknown,no
227,38,blue-collar,divorced,secondary,no,0,yes,no,cellular,19,230,1,-1,0,unknown,no
3602,36,admin.,single,secondary,no,245,yes,no,cellular,6,159,1,-1,0,unknown,no
598,45,unknown,married,unknown,no,360,no,no,unknown,11,157,9,-1,0,unknown,no
2228,40,retired,single,secondary,no,1734,yes,no,unknown,3,123,4,-1,0,unknown,no
2754,53,blue-collar,married,secondary,no,3036,yes,no,cellular,21,104,2,190,1,other,no
3278,40,blue-collar,married,primary,yes,0,yes,no,unknown,6,64,2,-1,0,unknown,no
2377,30,services,single,secondary,no,245,no,yes,cellular,8,187,2,-1,0,unknown,no
1985,45,blue-collar,married,primary,yes,153,no,yes,cellular,18,706,9,-1,0,unknown,no
1057,59,retired,married,primary,no,4007,no,no,cellular,28,581,3,63,6,failure,no
3547,40,blue-collar,married,primary,no,-476,yes,no,unknown,30,105,2,-1,0,unknown,no
1801,59,blue-collar,married,primary,no,14,yes,yes,cellular,18,319,2,182,1,failure,no
2615,28,blue-collar,married,primary,no,103,yes,no,unknown,20,41,28,-1,0,unknown,no
3667,57,services,divorced,primary,no,362,no,no,cellular,28,91,1,231,1,failure,no
3551,26,entrepreneur,single,secondary,no,101,yes,no,unknown,13,723,1,-1,0,unknown,no
1376,32,blue-collar,married,primary,no,3136,yes,no,cellular,19,820,1,-1,0,unknown,yes
1026,54,technician,divorced,tertiary,no,2133,no,no,cellular,18,176,1,-1,0,unknown,no
18,34,technician,divorced,secondary,no,136,yes,no,cellular,8,136,2,-1,0,unknown,no
419,36,self-employed,single,secondary,no,1173,yes,yes,unknown,20,50,5,-1,0,unknown,no
3641,29,admin.,married,secondary,no,22171,yes,no,cellular,18,44,1,355,3,failure,no
3804,31,self-employed,single,tertiary,no,1657,yes,yes,cellular,28,872,1,-1,0,unknown,yes
641,54,management,divorced,tertiary,no,496,no,no,cellular,13,452,3,-1,0,unknown,yes
946,39,services,married,tertiary,no,1493,no,no,cellular,9,912,3,-1,0,unknown,yes
2868,28,blue-collar,married,secondary,no,2,yes,no,unknown,29,750,2,-1,0,unknown,no
1870,37,admin.,married,secondary,no,-255,yes,no,unknown,26,96,2,-1,0,unknown,no
3754,48,self-employed,married,secondary,no,1559,no,no,cellular,4,130,2,-1,0,unknown,no
604,39,blue-collar,married,unknown,no,0,no,no,cellular,2,731,1,193,3,failure,no
1515,52,retired,married,secondary,no,5423,no,yes,cellular,25,102,1,-1,0,unknown,no
2168,59,retired,married,primary,no,3079,no,no,telephone,31,19,2,-1,0,unknown,no
2704,23,blue-collar,single,unknown,no,817,yes,no,cellular,18,123,1,-1,0,unknown,no
3798,31,blue-collar,married,secondary,no,225,yes,no,cellular,18,236,1,-1,0,unknown,no
2876,51,blue-collar,married,unknown,no,1883,yes,no,unknown,5,57,1,-1,0,unknown,no
3578,36,management,married,tertiary,no,2161,no,no,cellular,8,708,2,183,5,success,yes
3611,30,technician,single,secondary,no,1282,no,no,cellular,6,156,2,-1,0,unknown,no
3618,37,services,single,primary,no,3715,yes,no,unknown,20,6,17,-1,0,unknown,no
2113,48,admin.,married,secondary,no,1800,yes,no,unknown,18,103,1,-1,0,unknown,no
3763,53,blue-collar,married,primary,no,2295,no,no,cellular,21,65,10,-1,0,unknown,no
2540,51,technician,single,secondary,no,1153,yes,no,cellular,20,76,5,-1,0,unknown,no
2922,59,technician,married,secondary,no,4263,no,yes,cellular,20,426,2,-1,0,unknown,no
1061,34,blue-collar,married,secondary,no,0,yes,no,cellular,8,325,1,170,2,failure,no
1207,53,admin.,married,secondary,no,10541,no,no,cellular,9,178,1,-1,0,unknown,yes
1156,42,blue-collar,married,secondary,no,3,yes,no,cellular,12,118,1,-1,0,unknown,no
1968,47,services,married,secondary,no,278,yes,no,cellular,7,51,1,366,1,other,no
1475,55,housemaid,divorced,primary,no,976,no,no,cellular,28,345,1,94,3,other,yes
2705,26,admin.,married,secondary,no,383,yes,yes,cellular,7,238,2,-1,0,unknown,no
1170,29,admin.,single,tertiary,no,8,no,yes,cellular,2,107,1,-1,0,unknown,no
1202,33,blue-collar,married,primary,no,120,yes,no,unknown,9,250,1,-1,0,unknown,no
3028,31,blue-collar,married,secondary,no,30,yes,no,unknown,11,172,14,-1,0,unknown,no
3604,47,admin.,single,secondary,no,-874,yes,no,cellular,30,528,2,-1,0,unknown,no
3845,50,blue-collar,married,secondary,no,326,no,no,cellular,28,157,9,-1,0,unknown,no
3711,50,blue-collar,married,secondary,no,907,no,yes,cellular,16,68,1,-1,0,unknown,no
3684,40,blue-collar,married,primary,no,3705,yes,no,cellular,14,23,1,332,1,failure,no
936,36,management,married,tertiary,no,495,no,no,cellular,5,157,3,97,2,success,yes
2424,34,admin.,married,tertiary,no,0,no,no,cellular,28,155,2,-1,0,unknown,yes
2478,43,blue-collar,married,primary,no,17,yes,no,unknown,13,119,10,-1,0,unknown,no
3269,59,admin.,married,tertiary,no,349,no,no,cellular,12,124,4,-1,0,unknown,no
982,56,retired,divorced,secondary,no,4,no,no,unknown,17,135,1,-1,0,unknown,no
71,34,admin.,married,secondary,no,3185,yes,no,cellular,20,93,1,191,1,failure,no
992,35,management,single,tertiary,no,18111,no,no,cellular,14,172,4,-1,0,unknown,yes
2921,32,technician,single,secondary,no,4843,no,no,cellular,8,63,4,-1,0,unknown,no
2753,57,blue-collar,divorced,secondary,no,1795,yes,no,unknown,19,818,1,-1,0,unknown,no
25,32,services,single,tertiary,no,945,no,no,cellular,20,531,1,-1,0,unknown,yes
2027,59,housemaid,married,primary,no,182,no,no,cellular,3,133,1,-1,0,unknown,no
1830,53,blue-collar,married,secondary,no,2,yes,no,unknown,16,851,2,-1,0,unknown,no
938,53,self-employed,married,tertiary,no,2580,yes,no,cellular,19,138,5,-1,0,unknown,no
949,30,blue-collar,married,primary,no,1101,yes,yes,cellular,19,779,2,175,1,failure,no
943,44,technician,married,tertiary,no,564,yes,no,cellular,13,88,2,-1,0,unknown,no
3174,32,technician,married,secondary,no,6172,yes,no,cellular,4,93,1,-1,0,unknown,no
1010,47,admin.,married,secondary,no,3070,no,no,cellular,7,663,4,-1,0,unknown,yes
1407,40,technician,married,secondary,no,694,yes,no,cellular,10,107,4,68,11,success,no
3311,21,student,single,secondary,no,71,no,no,cellular,13,169,2,-1,0,unknown,yes
2601,36,technician,married,primary,no,1653,yes,yes,unknown,27,336,10,-1,0,unknown,no
1693,40,management,single,tertiary,no,1361,no,no,cellular,29,1473,1,-1,0,unknown,yes
3770,40,blue-collar,married,primary,yes,-509,yes,no,unknown,23,298,1,-1,0,unknown,no
544,33,blue-collar,single,primary,no,433,yes,no,cellular,15,54,4,-1,0,unknown,no
3631,31,blue-collar,married,secondary,no,0,yes,no,unknown,9,133,1,-1,0,unknown,no
1097,34,technician,married,tertiary,no,544,yes,yes,cellular,18,58,2,-1,0,unknown,no
1047,76,retired,married,secondary,no,4112,no,no,telephone,23,282,2,-1,0,unknown,yes
2571,36,blue-collar,married,secondary,no,3420,yes,no,cellular,15,98,2,-1,0,unknown,no
3209,38,services,single,secondary,no,895,yes,no,cellular,12,1531,1,-1,0,unknown,yes
2301,35,management,single,tertiary,no,123,yes,no,unknown,9,83,3,-1,0,unknown,no
3416,42,technician,married,tertiary,no,757,no,no,cellular,10,154,1,-1,0,unknown,yes
706,47,unemployed,married,primary,no,324,no,no,cellular,21,462,2,-1,0,unknown,yes
282,38,unknown,single,tertiary,no,0,no,no,cellular,11,260,3,95,3,success,yes
557,27,blue-collar,married,secondary,no,1028,yes,yes,cellular,14,580,1,329,1,failure,no
363,38,blue-collar,single,secondary,no,711,yes,no,cellular,24,254,5,140,1,other,no
740,46,blue-collar,married,secondary,no,3,no,no,cellular,26,153,14,-1,0,unknown,no
2681,29,unknown,single,secondary,no,1288,no,no,cellular,3,266,1,-1,0,unknown,no
2871,56,services,married,secondary,no,159,yes,no,cellular,20,132,3,-1,0,unknown,no
1644,45,blue-collar,married,secondary,no,66,yes,no,unknown,5,808,2,-1,0,unknown,no
1767,33,management,single,secondary,no,-298,no,no,cellular,22,168,2,-1,0,unknown,no
1220,26,admin.,single,secondary,no,0,yes,no,cellular,13,204,3,-1,0,unknown,no
5,45,technician,divorced,secondary,no,167,no,no,cellular,30,97,11,-1,0,unknown,no
172,52,management,married,tertiary,no,1227,no,no,cellular,22,1123,4,-1,0,unknown,yes
2308,46,management,divorced,tertiary,no,624,no,no,cellular,17,336,2,183,2,success,yes
2952,45,management,married,tertiary,no,1529,no,no,cellular,30,160,1,-1,0,unknown,no
2249,26,unemployed,married,primary,no,205,no,no,cellular,29,239,1,-1,0,unknown,no
1855,49,admin.,single,tertiary,no,228,yes,no,cellular,3,252,2,93,2,success,yes
3698,26,unemployed,single,tertiary,no,370,no,no,cellular,30,230,1,-1,0,unknown,no
3039,47,management,married,tertiary,no,682,no,no,cellular,18,638,6,-1,0,unknown,yes
2934,26,technician,single,secondary,no,68,no,yes,cellular,8,141,3,-1,0,unknown,no
2435,46,management,single,tertiary,no,2154,yes,no,cellular,21,87,4,-1,0,unknown,no
2088,36,blue-collar,married,primary,no,6085,yes,no,unknown,16,186,6,-1,0,unknown,no
2948,40,housemaid,married,secondary,no,1783,yes,yes,cellular,19,130,1,-1,0,unknown,no
763,38,housemaid,married,secondary,no,0,yes,no,cellular,23,157,1,-1,0,unknown,no
928,33,technician,married,secondary,no,133,no,no,cellular,12,627,2,192,1,success,yes
1000,34,management,married,tertiary,no,271,yes,no,cellular,15,308,1,94,4,success,yes
2542,32,admin.,single,secondary,no,146,no,no,unknown,27,111,10,-1,0,unknown,no
3915,32,management,married,tertiary,no,233,yes,no,unknown,7,193,1,-1,0,unknown,no
2154,40,technician,married,secondary,no,4,yes,yes,cellular,4,135,3,-1,0,unknown,no
1499,30,blue-collar,single,primary,no,334,no,no,cellular,12,188,1,-1,0,unknown,no
1781,34,technician,single,secondary,no,475,yes,no,cellular,29,538,8,-1,0,unknown,no
272,45,blue-collar,married,primary,no,2523,yes,no,cellular,13,110,4,-1,0,unknown,no
688,26,housemaid,married,tertiary,no,543,no,no,cellular,30,169,3,-1,0,unknown,no
347,36,blue-collar,married,unknown,no,722,yes,no,cellular,18,242,1,182,2,failure,no
115,32,blue-collar,single,secondary,no,541,yes,no,cellular,8,202,2,-1,0,unknown,no
2268,35,blue-collar,married,secondary,no,94,yes,no,cellular,20,75,1,-1,0,unknown,no
3979,36,blue-collar,married,primary,no,-79,no,no,unknown,7,159,3,-1,0,unknown,no
1290,29,services,married,secondary,no,30,yes,no,cellular,23,74,3,-1,0,unknown,no
1895,49,technician,married,secondary,no,4785,no,no,unknown,12,160,4,-1,0,unknown,no
1826,32,technician,single,tertiary,no,1190,yes,no,cellular,8,131,4,-1,0,unknown,no
289,49,housemaid,married,tertiary,no,443,no,no,cellular,8,27,6,-1,0,unknown,no
538,45,technician,married,secondary,no,2981,yes,yes,cellular,29,88,3,311,3,failure,no
439,58,management,divorced,tertiary,no,0,no,no,cellular,22,73,3,-1,0,unknown,no
2293,35,blue-collar,single,secondary,no,74,yes,no,cellular,17,360,1,-1,0,unknown,no
111,36,blue-collar,single,tertiary,no,1830,no,no,cellular,15,185,5,181,6,failure,no
537,45,admin.,single,secondary,no,946,yes,no,cellular,13,754,3,143,6,failure,no
3674,56,services,divorced,secondary,no,141,yes,no,cellular,11,63,2,370,2,failure,no
3603,29,blue-collar,married,secondary,no,457,yes,no,cellular,20,72,3,341,1,other,no
2789,45,management,married,tertiary,no,2363,no,no,cellular,30,125,1,2,1,other,no
3474,57,management,married,secondary,no,0,yes,no,cellular,24,725,2,-1,0,unknown,no
1872,36,blue-collar,married,secondary,no,414,no,no,cellular,3,136,3,-1,0,unknown,no
993,40,blue-collar,married,primary,no,0,yes,no,unknown,5,463,1,-1,0,unknown,no
2478,45,blue-collar,single,primary,no,847,no,no,cellular,31,294,3,-1,0,unknown,no
3250,52,management,married,primary,no,740,no,no,unknown,16,206,1,-1,0,unknown,no
67,56,blue-collar,divorced,primary,no,5041,yes,no,unknown,15,158,1,-1,0,unknown,no
3017,31,blue-collar,married,secondary,no,557,yes,yes,unknown,27,185,1,-1,0,unknown,no
1535,59,unemployed,married,secondary,no,2740,no,no,cellular,5,130,1,-1,0,unknown,no
3272,45,technician,divorced,secondary,no,1309,yes,no,unknown,2,144,2,-1,0,unknown,no
2990,34,management,married,tertiary,no,813,yes,no,cellular,28,114,3,-1,0,unknown,no
635,37,technician,married,secondary,no,603,no,no,unknown,18,339,2,-1,0,unknown,no
835,34,admin.,married,secondary,no,50,yes,no,cellular,2,173,1,258,2,failure,no
1058,46,blue-collar,single,secondary,no,0,yes,no,cellular,8,120,2,-1,0,unknown,no
2007,28,management,single,unknown,no,560,no,no,cellular,2,135,1,-1,0,unknown,no
2335,32,services,single,secondary,no,2478,no,yes,cellular,20,395,1,-1,0,unknown,no
1144,25,self-employed,single,tertiary,no,1294,no,no,cellular,17,95,4,-1,0,unknown,no
3449,53,unemployed,married,primary,no,49,no,no,cellular,27,254,8,-1,0,unknown,no
1925,43,technician,divorced,tertiary,no,1026,yes,yes,unknown,7,224,5,-1,0,unknown,no
3326,26,student,single,unknown,no,689,no,no,cellular,25,678,2,-1,0,unknown,yes
653,50,services,married,primary,no,5024,yes,yes,cellular,7,661,1,267,11,other,yes
576,66,housemaid,divorced,primary,no,3701,no,no,telephone,3,834,1,-1,0,unknown,yes
3342,31,management,single,tertiary,no,391,yes,no,cellular,12,454,3,-1,0,unknown,no
516,64,retired,married,unknown,no,34,no,no,cellular,26,244,2,-1,0,unknown,yes
2986,42,management,married,tertiary,no,372,yes,no,cellular,3,654,2,-1,0,unknown,yes
3822,44,blue-collar,single,primary,no,1308,no,yes,unknown,19,161,1,-1,0,unknown,no
3167,39,management,married,tertiary,no,1425,yes,no,cellular,12,775,3,-1,0,unknown,yes
1073,26,entrepreneur,single,tertiary,no,725,no,no,cellular,5,1916,2,189,29,other,yes
477,34,blue-collar,single,primary,no,85,no,no,unknown,16,136,1,-1,0,unknown,no
2747,49,blue-collar,divorced,primary,no,73,no,yes,cellular,28,106,11,-1,0,unknown,no
3081,50,blue-collar,married,primary,no,1617,no,no,cellular,26,55,4,-1,0,unknown,no
1571,35,blue-collar,married,primary,no,108,yes,no,unknown,9,200,4,-1,0,unknown,no
3185,44,technician,divorced,secondary,no,316,yes,no,cellular,21,163,3,-1,0,unknown,no
2387,32,technician,married,secondary,no,20,no,no,cellular,20,210,2,-1,0,unknown,no
2928,51,services,married,secondary,no,393,yes,yes,cellular,30,111,8,-1,0,unknown,no
2038,30,technician,married,secondary,no,274,yes,yes,cellular,21,105,5,102,2,failure,no
3410,45,services,married,secondary,no,759,yes,no,unknown,2,172,2,-1,0,unknown,no
2730,28,admin.,single,unknown,no,24,yes,no,cellular,18,415,2,-1,0,unknown,yes
357,51,entrepreneur,divorced,tertiary,no,2109,no,no,cellular,13,79,2,-1,0,unknown,yes
563,30,services,single,secondary,no,631,yes,no,cellular,18,98,1,-1,0,unknown,no
276,31,services,single,secondary,no,1510,yes,no,cellular,13,72,4,176,1,failure,no
1418,54,management,married,tertiary,no,95,no,no,cellular,11,104,1,-1,0,unknown,no
3350,37,admin.,married,secondary,no,7,yes,no,cellular,27,224,7,105,1,other,no
2120,59,management,married,secondary,no,1083,no,no,cellular,20,125,2,-1,0,unknown,no
924,31,unemployed,married,secondary,no,296,yes,no,unknown,20,378,3,-1,0,unknown,no
2576,39,blue-collar,married,primary,no,1742,no,no,unknown,9,130,6,-1,0,unknown,no
2198,30,admin.,married,unknown,no,4,yes,no,cellular,29,176,21,-1,0,unknown,no
1948,39,management,married,unknown,no,4800,no,no,unknown,12,135,3,-1,0,unknown,no
3624,37,blue-collar,married,secondary,yes,1147,yes,yes,unknown,26,114,2,-1,0,unknown,no
850,34,unemployed,married,secondary,no,428,yes,no,cellular,7,221,2,267,3,other,no
2219,43,technician,single,secondary,no,4990,yes,no,cellular,22,88,10,-1,0,unknown,no
1822,70,management,married,tertiary,no,10171,no,no,cellular,18,65,2,-1,0,unknown,no
272,44,blue-collar,single,secondary,no,0,no,no,cellular,20,133,1,-1,0,unknown,yes
2075,38,technician,single,tertiary,no,2273,yes,no,cellular,17,222,1,-1,0,unknown,no
3968,26,self-employed,single,secondary,no,1242,yes,no,cellular,5,205,2,253,2,success,no
3113,56,management,married,primary,no,0,no,no,cellular,3,996,1,-1,0,unknown,yes
771,28,unemployed,single,tertiary,no,0,no,no,cellular,6,15,9,-1,0,unknown,no
3063,42,management,single,tertiary,no,145,no,no,cellular,26,174,2,-1,0,unknown,no
2067,35,services,married,secondary,no,819,yes,no,telephone,14,102,14,-1,0,unknown,no
3657,38,management,married,unknown,no,546,yes,no,unknown,21,264,2,-1,0,unknown,no
90,28,blue-collar,married,unknown,no,52,yes,no,unknown,13,226,1,-1,0,unknown,no
2878,32,admin.,divorced,secondary,no,43,yes,no,unknown,9,218,2,-1,0,unknown,no
1357,39,blue-collar,married,secondary,no,971,yes,yes,unknown,1,471,3,-1,0,unknown,no
3837,49,admin.,married,secondary,no,1632,no,no,unknown,6,47,1,-1,0,unknown,no
2974,36,blue-collar,married,secondary,no,-42,no,yes,cellular,2,521,2,193,2,other,no
1524,53,blue-collar,divorced,primary,no,235,no,no,cellular,30,241,2,-1,0,unknown,no
733,39,admin.,divorced,secondary,no,43,yes,no,cellular,4,108,1,-1,0,unknown,no
2597,53,retired,married,secondary,no,4968,no,no,cellular,8,94,1,333,1,other,no
953,46,management,married,tertiary,no,1720,no,no,cellular,5,250,2,-1,0,unknown,no
442,22,student,single,secondary,no,216,no,no,cellular,8,363,1,187,1,success,yes
1338,45,management,married,tertiary,no,1363,yes,no,unknown,15,657,5,-1,0,unknown,no
2786,32,blue-collar,married,secondary,no,8957,no,no,cellular,20,145,1,-1,0,unknown,no
2503,33,blue-collar,married,primary,no,463,yes,no,unknown,23,230,1,-1,0,unknown,no
3188,60,retired,married,unknown,no,2150,yes,yes,cellular,9,119,1,-1,0,unknown,no
2889,39,technician,single,secondary,no,175,no,yes,unknown,16,757,2,-1,0,unknown,no
3194,44,technician,single,secondary,no,-27,yes,yes,unknown,14,100,3,-1,0,unknown,no
1988,34,self-employed,single,tertiary,no,1798,yes,no,cellular,13,196,3,-1,0,unknown,no
3438,38,technician,married,secondary,no,4030,yes,no,cellular,19,75,2,177,5,failure,no
3776,38,management,divorced,tertiary,no,4335,yes,no,cellular,20,640,1,-1,0,unknown,no
1087,35,admin.,single,secondary,no,57,yes,no,cellular,18,173,1,-1,0,unknown,no
3172,71,retired,married,primary,no,4657,no,no,cellular,16,93,5,-1,0,unknown,yes
1216,52,unemployed,married,secondary,no,94,no,no,cellular,30,244,1,-1,0,unknown,yes
3196,32,housemaid,married,primary,no,1349,yes,no,cellular,7,132,2,-1,0,unknown,no
2920,34,entrepreneur,married,tertiary,no,355,yes,no,unknown,16,261,1,-1,0,unknown,no
3283,30,technician,married,secondary,no,398,yes,no,cellular,17,132,2,238,2,failure,no
1107,34,self-employed,married,tertiary,no,0,no,no,cellular,12,117,4,-1,0,unknown,no
730,54,housemaid,divorced,primary,no,502,yes,no,cellular,20,317,1,-1,0,unknown,no
2432,30,unemployed,single,secondary,no,8304,no,no,cellular,20,245,1,-1,0,unknown,no
1951,32,technician,single,tertiary,no,392,yes,no,cellular,21,148,2,-1,0,unknown,no
1939,39,technician,single,secondary,no,935,no,no,cellular,4,78,2,-1,0,unknown,no
2789,56,blue-collar,married,primary,no,1046,no,yes,unknown,17,329,13,-1,0,unknown,no
2990,36,unemployed,single,secondary,no,851,no,no,cellular,2,368,2,-1,0,unknown,no
222,35,blue-collar,married,secondary,no,1993,yes,no,cellular,8,462,2,-1,0,unknown,no
521,39,technician,divorced,secondary,no,530,yes,yes,cellular,6,68,1,-1,0,unknown,no
571,45,entrepreneur,married,secondary,no,128,no,yes,cellular,18,275,2,-1,0,unknown,no
3388,41,blue-collar,married,unknown,no,665,yes,no,unknown,19,142,3,-1,0,unknown,no
2294,53,technician,married,primary,no,311,no,no,telephone,28,82,3,-1,0,unknown,no
1011,33,services,single,secondary,no,170,no,no,cellular,7,782,1,-1,0,unknown,yes
2598,52,management,single,tertiary,no,5728,yes,no,cellular,21,79,3,-1,0,unknown,no
2896,37,management,single,tertiary,no,499,yes,no,unknown,16,537,1,-1,0,unknown,no
3166,21,entrepreneur,single,tertiary,no,2077,no,no,cellular,5,323,1,-1,0,unknown,yes
350,32,technician,single,secondary,no,129,yes,no,cellular,7,213,1,-1,0,unknown,no
966,48,blue-collar,married,secondary,no,1405,yes,no,unknown,14,629,2,-1,0,unknown,yes
1914,40,admin.,married,secondary,no,-769,yes,yes,cellular,17,64,1,-1,0,unknown,no
3268,58,blue-collar,married,secondary,no,1894,no,no,cellular,11,153,6,-1,0,unknown,no
82,42,unemployed,married,secondary,no,4544,no,no,cellular,17,77,2,-1,0,unknown,no
